activity_id,service_id,room_id,activity_date,appointment_type,scheduled_contacts,completed_contacts,face_to_face_contacts,remote_contacts,did_not_attend_count,cancelled_contacts,average_contact_duration_minutes,activity_source
ACT-00238,SVC-003,ROOM-0027,2024-07-01,diagnostic,7,6,6,0,0,0,45,synthetic_booking_summary
ACT-00239,SVC-003,ROOM-0027,2024-08-01,diagnostic,14,13,13,0,0,0,45,synthetic_booking_summary
ACT-00240,SVC-003,ROOM-0027,2024-10-01,diagnostic,10,8,8,0,0,0,45,synthetic_booking_summary
ACT-00241,SVC-003,ROOM-0027,2024-11-01,diagnostic,11,0,0,0,11,0,45,synthetic_booking_summary
ACT-00242,SVC-003,ROOM-0027,2025-05-01,diagnostic,14,12,12,0,0,0,45,synthetic_booking_summary
ACT-00243,SVC-003,ROOM-0027,2025-06-01,diagnostic,11,9,9,0,0,0,45,synthetic_booking_summary
ACT-00244,SVC-003,ROOM-0027,2025-11-01,diagnostic,8,0,0,0,0,8,45,synthetic_booking_summary
ACT-00245,SVC-003,ROOM-0027,2025-12-01,diagnostic,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00246,SVC-003,ROOM-0027,2026-01-01,diagnostic,8,7,7,0,0,0,45,synthetic_booking_summary
ACT-00247,SVC-003,ROOM-0027,2026-02-01,diagnostic,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00248,SVC-003,ROOM-0027,2026-03-01,diagnostic,14,7,7,0,7,0,45,synthetic_booking_summary
ACT-00249,SVC-003,ROOM-0033,2024-04-01,diagnostic,17,15,15,0,0,0,45,synthetic_booking_summary
ACT-00250,SVC-003,ROOM-0033,2024-05-01,diagnostic,14,10,10,0,0,0,45,synthetic_booking_summary
ACT-00251,SVC-003,ROOM-0033,2024-06-01,diagnostic,4,2,2,0,0,0,45,synthetic_booking_summary
ACT-00252,SVC-003,ROOM-0033,2024-09-01,diagnostic,7,0,0,0,7,0,45,synthetic_booking_summary
ACT-00253,SVC-003,ROOM-0033,2024-11-01,diagnostic,16,15,15,0,0,0,45,synthetic_booking_summary
ACT-00254,SVC-003,ROOM-0033,2025-01-01,diagnostic,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00255,SVC-003,ROOM-0033,2025-02-01,diagnostic,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00256,SVC-003,ROOM-0033,2025-04-01,diagnostic,4,3,3,0,0,0,45,synthetic_booking_summary
ACT-00257,SVC-003,ROOM-0033,2025-07-01,diagnostic,10,8,8,0,0,0,45,synthetic_booking_summary
ACT-00258,SVC-003,ROOM-0033,2025-08-01,diagnostic,4,4,4,0,0,0,45,synthetic_booking_summary
ACT-00259,SVC-003,ROOM-0033,2025-12-01,diagnostic,5,0,0,0,0,5,45,synthetic_booking_summary
ACT-00260,SVC-003,ROOM-0033,2026-01-01,diagnostic,16,14,14,0,0,0,45,synthetic_booking_summary
ACT-00261,SVC-003,ROOM-0039,2024-08-01,diagnostic,10,8,8,0,0,0,45,synthetic_booking_summary
ACT-00262,SVC-003,ROOM-0039,2024-10-01,diagnostic,20,10,10,0,0,10,45,synthetic_booking_summary
ACT-00263,SVC-003,ROOM-0039,2024-11-01,diagnostic,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00264,SVC-003,ROOM-0039,2025-01-01,diagnostic,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00265,SVC-003,ROOM-0039,2025-02-01,diagnostic,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00266,SVC-003,ROOM-0039,2025-07-01,diagnostic,4,2,2,0,0,0,45,synthetic_booking_summary
ACT-00267,SVC-003,ROOM-0039,2025-08-01,diagnostic,7,7,7,0,0,0,45,synthetic_booking_summary
ACT-00268,SVC-003,ROOM-0039,2025-10-01,diagnostic,20,10,10,0,10,0,45,synthetic_booking_summary
ACT-00269,SVC-003,ROOM-0039,2025-12-01,diagnostic,22,19,19,0,0,0,45,synthetic_booking_summary
ACT-00270,SVC-003,ROOM-0045,2024-04-01,diagnostic,4,2,2,0,0,0,45,synthetic_booking_summary
ACT-00271,SVC-003,ROOM-0045,2024-06-01,diagnostic,10,0,0,0,10,0,45,synthetic_booking_summary
ACT-00272,SVC-003,ROOM-0045,2024-07-01,diagnostic,4,2,2,0,0,0,45,synthetic_booking_summary
ACT-00273,SVC-003,ROOM-0045,2025-01-01,diagnostic,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00274,SVC-003,ROOM-0045,2025-03-01,diagnostic,10,10,10,0,0,0,45,synthetic_booking_summary
ACT-00275,SVC-003,ROOM-0045,2025-04-01,diagnostic,7,6,6,0,0,0,45,synthetic_booking_summary
ACT-00276,SVC-003,ROOM-0045,2025-05-01,diagnostic,4,3,3,0,0,0,45,synthetic_booking_summary
ACT-00277,SVC-003,ROOM-0045,2025-09-01,diagnostic,7,7,7,0,0,0,45,synthetic_booking_summary
ACT-00278,SVC-003,ROOM-0045,2026-01-01,diagnostic,8,7,7,0,0,0,45,synthetic_booking_summary
ACT-00279,SVC-003,ROOM-0045,2026-02-01,diagnostic,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00280,SVC-003,ROOM-0051,2024-06-01,diagnostic,10,9,9,0,0,0,45,synthetic_booking_summary
ACT-00281,SVC-003,ROOM-0051,2024-12-01,diagnostic,11,11,11,0,0,0,45,synthetic_booking_summary
ACT-00282,SVC-003,ROOM-0051,2025-01-01,diagnostic,8,0,0,0,0,8,45,synthetic_booking_summary
ACT-00283,SVC-003,ROOM-0051,2025-02-01,diagnostic,11,11,11,0,0,0,45,synthetic_booking_summary
ACT-00284,SVC-003,ROOM-0051,2025-04-01,diagnostic,7,0,0,0,0,7,45,synthetic_booking_summary
ACT-00285,SVC-003,ROOM-0051,2025-05-01,diagnostic,10,10,10,0,0,0,45,synthetic_booking_summary
ACT-00286,SVC-003,ROOM-0051,2025-06-01,diagnostic,4,2,2,0,0,0,45,synthetic_booking_summary
ACT-00287,SVC-003,ROOM-0051,2025-09-01,diagnostic,7,5,5,0,0,0,45,synthetic_booking_summary
ACT-00288,SVC-003,ROOM-0051,2025-10-01,diagnostic,10,10,10,0,0,0,45,synthetic_booking_summary
ACT-00289,SVC-003,ROOM-0051,2025-11-01,diagnostic,13,11,11,0,0,0,45,synthetic_booking_summary
ACT-00290,SVC-003,ROOM-0051,2025-12-01,diagnostic,11,11,11,0,0,0,45,synthetic_booking_summary
ACT-00291,SVC-003,ROOM-0051,2026-02-01,diagnostic,11,9,9,0,0,0,45,synthetic_booking_summary
ACT-00292,SVC-004,ROOM-0002,2024-05-01,procedure,22,9,9,0,0,11,45,synthetic_booking_summary
ACT-00293,SVC-004,ROOM-0002,2024-06-01,procedure,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00294,SVC-004,ROOM-0002,2024-07-01,procedure,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00295,SVC-004,ROOM-0002,2024-08-01,procedure,13,12,12,0,0,0,45,synthetic_booking_summary
ACT-00296,SVC-004,ROOM-0002,2024-10-01,procedure,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00297,SVC-004,ROOM-0002,2024-12-01,procedure,21,20,20,0,0,0,45,synthetic_booking_summary
ACT-00298,SVC-004,ROOM-0002,2025-03-01,procedure,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00299,SVC-004,ROOM-0002,2025-06-01,procedure,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00300,SVC-004,ROOM-0002,2025-09-01,procedure,19,0,0,0,8,11,45,synthetic_booking_summary
ACT-00301,SVC-004,ROOM-0002,2025-10-01,procedure,19,17,17,0,0,0,45,synthetic_booking_summary
ACT-00302,SVC-004,ROOM-0002,2025-12-01,procedure,6,4,4,0,0,0,45,synthetic_booking_summary
ACT-00303,SVC-004,ROOM-0002,2026-02-01,procedure,9,9,9,0,0,0,45,synthetic_booking_summary
ACT-00304,SVC-004,ROOM-0008,2024-05-01,procedure,16,14,14,0,0,0,45,synthetic_booking_summary
ACT-00305,SVC-004,ROOM-0008,2024-07-01,procedure,21,6,6,0,5,8,45,synthetic_booking_summary
ACT-00306,SVC-004,ROOM-0008,2024-12-01,procedure,9,8,8,0,0,0,45,synthetic_booking_summary
ACT-00307,SVC-004,ROOM-0008,2025-03-01,procedure,11,0,0,0,0,11,45,synthetic_booking_summary
ACT-00308,SVC-004,ROOM-0008,2025-04-01,procedure,32,26,26,0,0,0,45,synthetic_booking_summary
ACT-00309,SVC-004,ROOM-0008,2025-06-01,procedure,22,22,22,0,0,0,45,synthetic_booking_summary
ACT-00310,SVC-004,ROOM-0008,2025-09-01,procedure,5,0,0,0,0,5,45,synthetic_booking_summary
ACT-00311,SVC-004,ROOM-0008,2025-10-01,procedure,8,0,0,0,0,8,45,synthetic_booking_summary
ACT-00312,SVC-004,ROOM-0008,2026-01-01,procedure,6,4,4,0,0,0,45,synthetic_booking_summary
ACT-00313,SVC-004,ROOM-0014,2024-07-01,procedure,22,10,10,0,0,11,45,synthetic_booking_summary
ACT-00314,SVC-004,ROOM-0014,2024-10-01,procedure,11,0,0,0,0,11,45,synthetic_booking_summary
ACT-00315,SVC-004,ROOM-0014,2025-01-01,procedure,9,9,9,0,0,0,45,synthetic_booking_summary
ACT-00316,SVC-004,ROOM-0014,2025-04-01,procedure,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00317,SVC-004,ROOM-0014,2025-06-01,procedure,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00318,SVC-004,ROOM-0014,2025-11-01,procedure,6,5,5,0,0,0,45,synthetic_booking_summary
ACT-00319,SVC-004,ROOM-0014,2026-01-01,procedure,12,12,12,0,0,0,45,synthetic_booking_summary
ACT-00320,SVC-004,ROOM-0020,2024-05-01,procedure,8,7,7,0,0,0,45,synthetic_booking_summary
ACT-00321,SVC-004,ROOM-0020,2024-10-01,procedure,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00322,SVC-004,ROOM-0020,2025-01-01,procedure,6,0,0,0,6,0,45,synthetic_booking_summary
ACT-00323,SVC-004,ROOM-0020,2025-02-01,procedure,9,7,7,0,0,0,45,synthetic_booking_summary
ACT-00324,SVC-004,ROOM-0020,2025-05-01,procedure,5,0,0,0,5,0,45,synthetic_booking_summary
ACT-00325,SVC-004,ROOM-0020,2025-09-01,procedure,11,0,0,0,0,11,45,synthetic_booking_summary
ACT-00326,SVC-004,ROOM-0020,2025-11-01,procedure,9,8,8,0,0,0,45,synthetic_booking_summary
ACT-00327,SVC-004,ROOM-0020,2025-12-01,procedure,6,0,0,0,6,0,45,synthetic_booking_summary
ACT-00328,SVC-004,ROOM-0020,2026-03-01,procedure,16,14,14,0,0,0,45,synthetic_booking_summary
ACT-00329,SVC-004,ROOM-0026,2024-04-01,procedure,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00330,SVC-004,ROOM-0026,2024-10-01,procedure,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00331,SVC-004,ROOM-0026,2024-12-01,procedure,9,7,7,0,0,0,45,synthetic_booking_summary
ACT-00332,SVC-004,ROOM-0026,2025-01-01,procedure,12,12,12,0,0,0,45,synthetic_booking_summary
ACT-00333,SVC-004,ROOM-0026,2025-03-01,procedure,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00334,SVC-004,ROOM-0026,2025-05-01,procedure,11,9,9,0,0,0,45,synthetic_booking_summary
ACT-00335,SVC-004,ROOM-0026,2025-09-01,procedure,16,15,15,0,0,0,45,synthetic_booking_summary
ACT-00336,SVC-004,ROOM-0026,2025-11-01,procedure,12,12,12,0,0,0,45,synthetic_booking_summary
ACT-00337,SVC-004,ROOM-0032,2024-05-01,procedure,8,8,8,0,0,0,45,synthetic_booking_summary
ACT-00338,SVC-004,ROOM-0032,2024-08-01,procedure,16,15,15,0,0,0,45,synthetic_booking_summary
ACT-00339,SVC-004,ROOM-0032,2024-09-01,procedure,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00340,SVC-004,ROOM-0032,2024-10-01,procedure,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00341,SVC-004,ROOM-0032,2024-11-01,procedure,6,6,6,0,0,0,45,synthetic_booking_summary
ACT-00342,SVC-004,ROOM-0032,2025-01-01,procedure,9,7,7,0,0,0,45,synthetic_booking_summary
ACT-00343,SVC-004,ROOM-0032,2025-05-01,procedure,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00344,SVC-004,ROOM-0032,2025-07-01,procedure,11,9,9,0,0,0,45,synthetic_booking_summary
ACT-00345,SVC-004,ROOM-0032,2025-08-01,procedure,5,0,0,0,5,0,45,synthetic_booking_summary
ACT-00346,SVC-004,ROOM-0032,2025-09-01,procedure,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00347,SVC-004,ROOM-0032,2025-10-01,procedure,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00348,SVC-004,ROOM-0032,2026-02-01,procedure,6,5,5,0,0,0,45,synthetic_booking_summary
ACT-00349,SVC-004,ROOM-0032,2026-03-01,procedure,13,10,10,0,0,0,45,synthetic_booking_summary
ACT-00350,SVC-004,ROOM-0038,2024-05-01,procedure,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00351,SVC-004,ROOM-0038,2024-09-01,procedure,18,15,15,0,0,0,45,synthetic_booking_summary
ACT-00352,SVC-004,ROOM-0038,2025-06-01,procedure,13,10,10,0,0,0,45,synthetic_booking_summary
ACT-00353,SVC-004,ROOM-0038,2025-11-01,procedure,12,12,12,0,0,0,45,synthetic_booking_summary
ACT-00354,SVC-004,ROOM-0038,2026-03-01,procedure,8,7,7,0,0,0,45,synthetic_booking_summary
ACT-00355,SVC-004,ROOM-0044,2024-05-01,procedure,8,6,6,0,0,0,45,synthetic_booking_summary
ACT-00356,SVC-004,ROOM-0044,2024-08-01,procedure,11,0,0,0,0,11,45,synthetic_booking_summary
ACT-00357,SVC-004,ROOM-0044,2024-10-01,procedure,8,0,0,0,0,8,45,synthetic_booking_summary
ACT-00358,SVC-004,ROOM-0044,2024-12-01,procedure,39,27,27,0,0,12,45,synthetic_booking_summary
ACT-00359,SVC-004,ROOM-0044,2025-06-01,procedure,16,16,16,0,0,0,45,synthetic_booking_summary
ACT-00360,SVC-004,ROOM-0044,2025-07-01,procedure,11,9,9,0,0,0,45,synthetic_booking_summary
ACT-00361,SVC-004,ROOM-0044,2025-11-01,procedure,9,0,0,0,0,9,45,synthetic_booking_summary
ACT-00362,SVC-004,ROOM-0044,2025-12-01,procedure,9,0,0,0,0,9,45,synthetic_booking_summary
ACT-00363,SVC-004,ROOM-0044,2026-01-01,procedure,12,12,12,0,0,0,45,synthetic_booking_summary
ACT-00364,SVC-004,ROOM-0044,2026-03-01,procedure,13,4,4,0,0,8,45,synthetic_booking_summary
ACT-00365,SVC-004,ROOM-0050,2024-04-01,procedure,5,5,5,0,0,0,45,synthetic_booking_summary
ACT-00366,SVC-004,ROOM-0050,2024-05-01,procedure,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00367,SVC-004,ROOM-0050,2024-07-01,procedure,13,9,9,0,0,0,45,synthetic_booking_summary
ACT-00368,SVC-004,ROOM-0050,2024-10-01,procedure,8,8,8,0,0,0,45,synthetic_booking_summary
ACT-00369,SVC-004,ROOM-0050,2024-11-01,procedure,12,10,10,0,0,0,45,synthetic_booking_summary
ACT-00370,SVC-004,ROOM-0050,2025-01-01,procedure,9,7,7,0,0,0,45,synthetic_booking_summary
ACT-00371,SVC-004,ROOM-0050,2025-04-01,procedure,5,4,4,0,0,0,45,synthetic_booking_summary
ACT-00372,SVC-004,ROOM-0050,2025-05-01,procedure,5,3,3,0,0,0,45,synthetic_booking_summary
ACT-00373,SVC-004,ROOM-0050,2025-07-01,procedure,16,12,12,0,0,0,45,synthetic_booking_summary
ACT-00374,SVC-004,ROOM-0050,2025-08-01,procedure,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00375,SVC-004,ROOM-0050,2025-09-01,procedure,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00376,SVC-004,ROOM-0050,2026-02-01,procedure,12,12,12,0,0,0,45,synthetic_booking_summary
ACT-00377,SVC-004,ROOM-0056,2024-04-01,procedure,11,10,10,0,0,0,45,synthetic_booking_summary
ACT-00378,SVC-004,ROOM-0056,2024-07-01,procedure,11,11,11,0,0,0,45,synthetic_booking_summary
ACT-00379,SVC-004,ROOM-0056,2024-09-01,procedure,8,8,8,0,0,0,45,synthetic_booking_summary
ACT-00380,SVC-004,ROOM-0056,2025-04-01,procedure,13,11,11,0,0,0,45,synthetic_booking_summary
ACT-00381,SVC-004,ROOM-0056,2025-08-01,procedure,16,13,13,0,0,0,45,synthetic_booking_summary
ACT-00382,SVC-004,ROOM-0056,2025-11-01,procedure,12,11,11,0,0,0,45,synthetic_booking_summary
ACT-00383,SVC-004,ROOM-0056,2026-01-01,procedure,9,7,7,0,0,0,45,synthetic_booking_summary
ACT-00384,SVC-004,ROOM-0056,2026-03-01,procedure,11,0,0,0,11,0,45,synthetic_booking_summary
ACT-00385,SVC-005,ROOM-0005,2024-08-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00386,SVC-005,ROOM-0005,2024-09-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00387,SVC-005,ROOM-0005,2024-12-01,administrative,25,21,18,3,0,0,45,synthetic_booking_summary
ACT-00388,SVC-005,ROOM-0005,2025-02-01,administrative,24,20,17,3,0,0,45,synthetic_booking_summary
ACT-00389,SVC-005,ROOM-0005,2025-03-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00390,SVC-005,ROOM-0005,2025-04-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00391,SVC-005,ROOM-0005,2025-05-01,administrative,24,23,20,3,0,0,45,synthetic_booking_summary
ACT-00392,SVC-005,ROOM-0005,2025-06-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00393,SVC-005,ROOM-0005,2025-08-01,administrative,24,10,9,1,0,12,45,synthetic_booking_summary
ACT-00394,SVC-005,ROOM-0005,2025-11-01,administrative,24,22,19,3,0,0,45,synthetic_booking_summary
ACT-00395,SVC-005,ROOM-0005,2025-12-01,administrative,12,0,0,0,0,12,45,synthetic_booking_summary
ACT-00396,SVC-005,ROOM-0011,2024-05-01,administrative,24,21,18,3,0,0,45,synthetic_booking_summary
ACT-00397,SVC-005,ROOM-0011,2024-06-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00398,SVC-005,ROOM-0011,2024-11-01,administrative,13,13,12,1,0,0,45,synthetic_booking_summary
ACT-00399,SVC-005,ROOM-0011,2024-12-01,administrative,13,11,10,1,0,0,45,synthetic_booking_summary
ACT-00400,SVC-005,ROOM-0011,2025-01-01,administrative,13,11,10,1,0,0,45,synthetic_booking_summary
ACT-00401,SVC-005,ROOM-0011,2025-03-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00402,SVC-005,ROOM-0011,2025-04-01,administrative,36,34,29,5,0,0,45,synthetic_booking_summary
ACT-00403,SVC-005,ROOM-0011,2025-07-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00404,SVC-005,ROOM-0011,2025-09-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00405,SVC-005,ROOM-0011,2026-01-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00406,SVC-005,ROOM-0011,2026-02-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00407,SVC-005,ROOM-0017,2024-05-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00408,SVC-005,ROOM-0017,2024-08-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00409,SVC-005,ROOM-0017,2024-10-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00410,SVC-005,ROOM-0017,2024-11-01,administrative,24,20,17,3,0,0,45,synthetic_booking_summary
ACT-00411,SVC-005,ROOM-0017,2024-12-01,administrative,12,0,0,0,0,12,45,synthetic_booking_summary
ACT-00412,SVC-005,ROOM-0017,2025-01-01,administrative,13,0,0,0,0,13,45,synthetic_booking_summary
ACT-00413,SVC-005,ROOM-0017,2025-03-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00414,SVC-005,ROOM-0017,2025-05-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00415,SVC-005,ROOM-0017,2025-09-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00416,SVC-005,ROOM-0017,2026-01-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00417,SVC-005,ROOM-0023,2024-05-01,administrative,24,24,21,3,0,0,45,synthetic_booking_summary
ACT-00418,SVC-005,ROOM-0023,2024-06-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00419,SVC-005,ROOM-0023,2024-07-01,administrative,24,21,18,3,0,0,45,synthetic_booking_summary
ACT-00420,SVC-005,ROOM-0023,2024-08-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00421,SVC-005,ROOM-0023,2024-10-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00422,SVC-005,ROOM-0023,2024-12-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00423,SVC-005,ROOM-0023,2025-05-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00424,SVC-005,ROOM-0023,2025-06-01,administrative,24,21,18,3,0,0,45,synthetic_booking_summary
ACT-00425,SVC-005,ROOM-0023,2025-07-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00426,SVC-005,ROOM-0023,2025-08-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00427,SVC-005,ROOM-0023,2025-09-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00428,SVC-005,ROOM-0023,2025-11-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00429,SVC-005,ROOM-0029,2024-05-01,administrative,24,21,18,3,0,0,45,synthetic_booking_summary
ACT-00430,SVC-005,ROOM-0029,2024-10-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00431,SVC-005,ROOM-0029,2024-11-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00432,SVC-005,ROOM-0029,2025-01-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00433,SVC-005,ROOM-0029,2025-02-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00434,SVC-005,ROOM-0029,2025-03-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00435,SVC-005,ROOM-0029,2025-04-01,administrative,12,0,0,0,12,0,45,synthetic_booking_summary
ACT-00436,SVC-005,ROOM-0029,2025-05-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00437,SVC-005,ROOM-0029,2025-07-01,administrative,24,23,20,3,0,0,45,synthetic_booking_summary
ACT-00438,SVC-005,ROOM-0029,2025-09-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00439,SVC-005,ROOM-0029,2025-12-01,administrative,12,0,0,0,12,0,45,synthetic_booking_summary
ACT-00440,SVC-005,ROOM-0029,2026-01-01,administrative,13,13,12,1,0,0,45,synthetic_booking_summary
ACT-00441,SVC-005,ROOM-0029,2026-03-01,administrative,24,22,19,3,0,0,45,synthetic_booking_summary
ACT-00442,SVC-005,ROOM-0035,2024-07-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00443,SVC-005,ROOM-0035,2024-08-01,administrative,12,0,0,0,0,12,45,synthetic_booking_summary
ACT-00444,SVC-005,ROOM-0035,2025-01-01,administrative,13,11,10,1,0,0,45,synthetic_booking_summary
ACT-00445,SVC-005,ROOM-0035,2025-04-01,administrative,36,33,29,4,0,0,45,synthetic_booking_summary
ACT-00446,SVC-005,ROOM-0035,2025-05-01,administrative,24,20,17,3,0,0,45,synthetic_booking_summary
ACT-00447,SVC-005,ROOM-0035,2025-11-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00448,SVC-005,ROOM-0035,2026-03-01,administrative,24,24,21,3,0,0,45,synthetic_booking_summary
ACT-00449,SVC-005,ROOM-0041,2024-04-01,administrative,24,21,18,3,0,0,45,synthetic_booking_summary
ACT-00450,SVC-005,ROOM-0041,2024-05-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00451,SVC-005,ROOM-0041,2024-07-01,administrative,24,10,9,1,0,12,45,synthetic_booking_summary
ACT-00452,SVC-005,ROOM-0041,2024-10-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00453,SVC-005,ROOM-0041,2025-02-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00454,SVC-005,ROOM-0041,2025-03-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00455,SVC-005,ROOM-0041,2025-06-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00456,SVC-005,ROOM-0041,2025-07-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00457,SVC-005,ROOM-0041,2025-08-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00458,SVC-005,ROOM-0041,2025-09-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00459,SVC-005,ROOM-0041,2026-02-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00460,SVC-005,ROOM-0047,2024-04-01,administrative,24,24,21,3,0,0,45,synthetic_booking_summary
ACT-00461,SVC-005,ROOM-0047,2024-06-01,administrative,24,23,20,3,0,0,45,synthetic_booking_summary
ACT-00462,SVC-005,ROOM-0047,2024-07-01,administrative,24,24,21,3,0,0,45,synthetic_booking_summary
ACT-00463,SVC-005,ROOM-0047,2024-10-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00464,SVC-005,ROOM-0047,2024-12-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00465,SVC-005,ROOM-0047,2025-03-01,administrative,12,11,10,1,0,0,45,synthetic_booking_summary
ACT-00466,SVC-005,ROOM-0047,2025-07-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00467,SVC-005,ROOM-0047,2025-08-01,administrative,24,23,20,3,0,0,45,synthetic_booking_summary
ACT-00468,SVC-005,ROOM-0047,2025-10-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00469,SVC-005,ROOM-0047,2025-11-01,administrative,13,12,11,1,0,0,45,synthetic_booking_summary
ACT-00470,SVC-005,ROOM-0047,2025-12-01,administrative,26,23,20,3,0,0,45,synthetic_booking_summary
ACT-00471,SVC-005,ROOM-0047,2026-01-01,administrative,13,13,12,1,0,0,45,synthetic_booking_summary
ACT-00472,SVC-005,ROOM-0047,2026-02-01,administrative,38,36,31,5,0,0,45,synthetic_booking_summary
ACT-00473,SVC-005,ROOM-0053,2024-05-01,administrative,24,21,18,3,0,0,45,synthetic_booking_summary
ACT-00474,SVC-005,ROOM-0053,2024-07-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00475,SVC-005,ROOM-0053,2025-03-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00476,SVC-005,ROOM-0053,2025-07-01,administrative,12,12,11,1,0,0,45,synthetic_booking_summary
ACT-00477,SVC-005,ROOM-0053,2026-01-01,administrative,12,10,9,1,0,0,45,synthetic_booking_summary
ACT-00478,SVC-006,ROOM-0006,2024-05-01,follow_up,17,7,7,0,0,10,45,synthetic_booking_summary
ACT-00479,SVC-006,ROOM-0006,2025-01-01,follow_up,11,0,0,0,11,0,45,synthetic_booking_summary
