booking_id,room_id,service_id,booking_date,start_time,end_time,booked_duration_minutes,booking_status,cancellation_flag,no_show_flag,actual_attendance_count,planned_attendance_count,session_type,created_date
BOOK-000225,ROOM-0033,SVC-010,2025-03-31,08:30,09:30,60,completed,false,false,3,5,diagnostic,2025-03-15
BOOK-000226,ROOM-0002,SVC-011,2026-01-20,16:30,17:30,60,completed,false,false,7,7,therapy,2026-01-03
BOOK-000227,ROOM-0004,SVC-012,2025-10-17,13:30,14:30,60,completed,false,false,6,7,administrative,2025-09-29
BOOK-000228,ROOM-0025,SVC-001,2026-03-25,13:30,14:30,60,completed,false,false,7,8,clinic,2026-03-06
BOOK-000229,ROOM-0055,SVC-002,2025-01-03,11:30,12:30,60,completed,false,false,9,10,clinic,2024-12-14
BOOK-000230,ROOM-0009,SVC-003,2025-10-03,08:30,09:30,60,completed,false,false,9,10,diagnostic,2025-09-12
BOOK-000231,ROOM-0002,SVC-004,2024-07-30,15:00,16:00,60,completed,false,false,10,11,therapy,2024-07-08
BOOK-000232,ROOM-0023,SVC-005,2024-05-24,13:30,14:30,60,completed,false,false,12,12,administrative,2024-05-01
BOOK-000233,ROOM-0024,SVC-006,2025-12-31,16:30,17:30,60,completed,false,false,3,5,clinic,2025-12-07
BOOK-000234,ROOM-0001,SVC-007,2025-12-18,08:30,09:30,60,completed,false,false,5,6,clinic,2025-11-23
BOOK-000235,ROOM-0010,SVC-008,2024-05-14,08:30,09:30,60,completed,false,false,5,6,administrative,2024-04-18
BOOK-000236,ROOM-0011,SVC-009,2025-06-30,11:30,12:30,60,completed,false,false,15,15,administrative,2025-06-03
BOOK-000237,ROOM-0015,SVC-010,2025-09-08,08:30,09:30,60,cancelled,true,false,0,8,diagnostic,2025-08-11
BOOK-000238,ROOM-0026,SVC-011,2024-05-23,13:30,14:30,60,completed,false,true,0,9,therapy,2024-04-24
BOOK-000239,ROOM-0022,SVC-012,2025-03-05,11:30,12:30,60,completed,false,false,9,10,administrative,2025-02-03
BOOK-000240,ROOM-0049,SVC-001,2024-12-10,08:30,09:30,60,completed,false,false,10,12,clinic,2024-11-09
BOOK-000241,ROOM-0055,SVC-002,2025-04-09,16:30,17:30,60,completed,false,false,10,12,clinic,2025-03-08
BOOK-000242,ROOM-0045,SVC-003,2026-02-18,15:00,16:00,60,completed,false,false,5,5,diagnostic,2026-01-16
BOOK-000243,ROOM-0032,SVC-004,2024-11-04,11:30,12:30,60,completed,false,false,6,6,therapy,2024-10-01
BOOK-000244,ROOM-0011,SVC-005,2025-04-11,11:30,12:30,60,completed,false,false,11,12,administrative,2025-03-07
BOOK-000245,ROOM-0054,SVC-006,2026-01-12,08:30,09:30,60,completed,false,false,6,8,clinic,2025-12-07
BOOK-000246,ROOM-0013,SVC-007,2024-11-12,16:30,17:30,60,completed,false,false,9,9,clinic,2024-10-06
BOOK-000247,ROOM-0004,SVC-008,2025-04-16,16:30,17:30,60,completed,false,false,9,9,administrative,2025-03-09
BOOK-000248,ROOM-0047,SVC-009,2024-09-16,16:30,17:30,60,completed,false,false,13,15,administrative,2024-08-08
BOOK-000249,ROOM-0015,SVC-010,2024-04-15,10:00,11:00,60,completed,false,true,0,11,diagnostic,2024-03-06
BOOK-000250,ROOM-0002,SVC-011,2025-05-27,13:30,14:30,60,completed,false,false,11,12,therapy,2025-04-16
BOOK-000251,ROOM-0010,SVC-012,2025-01-29,08:30,09:30,60,completed,false,false,3,5,administrative,2025-01-15
BOOK-000252,ROOM-0001,SVC-001,2025-03-18,13:30,14:30,60,completed,false,false,5,5,clinic,2025-03-03
BOOK-000253,ROOM-0037,SVC-002,2024-11-19,08:30,09:30,60,completed,false,false,7,7,clinic,2024-11-03
BOOK-000254,ROOM-0009,SVC-003,2024-04-01,08:30,09:30,60,completed,false,false,7,7,diagnostic,2024-03-15
BOOK-000255,ROOM-0038,SVC-004,2026-03-12,08:30,09:30,60,completed,false,false,7,8,therapy,2026-02-22
BOOK-000256,ROOM-0029,SVC-005,2025-02-17,08:30,09:30,60,completed,false,false,10,12,administrative,2025-01-29
BOOK-000257,ROOM-0012,SVC-006,2025-05-19,15:00,16:00,60,completed,false,false,8,10,clinic,2025-04-29
BOOK-000258,ROOM-0055,SVC-007,2025-04-29,15:00,16:00,60,completed,false,false,11,11,clinic,2025-04-08
BOOK-000259,ROOM-0034,SVC-008,2024-08-01,13:30,14:30,60,completed,false,false,10,12,administrative,2024-07-10
BOOK-000260,ROOM-0023,SVC-009,2026-01-16,13:30,14:30,60,completed,false,false,15,15,administrative,2025-12-24
BOOK-000261,ROOM-0039,SVC-010,2025-09-10,08:30,09:30,60,completed,false,false,5,5,diagnostic,2025-08-17
BOOK-000262,ROOM-0050,SVC-011,2025-04-01,11:30,12:30,60,completed,false,false,4,6,therapy,2025-03-07
BOOK-000263,ROOM-0010,SVC-012,2024-12-13,16:30,17:30,60,completed,false,false,7,8,administrative,2024-11-17
BOOK-000264,ROOM-0007,SVC-001,2025-11-13,16:30,17:30,60,cancelled,true,false,0,9,clinic,2025-10-17
BOOK-000265,ROOM-0055,SVC-002,2025-02-21,13:30,14:30,60,completed,false,false,9,10,clinic,2025-01-24
BOOK-000266,ROOM-0051,SVC-003,2024-06-28,11:30,12:30,60,completed,false,false,9,10,diagnostic,2024-05-30
BOOK-000267,ROOM-0002,SVC-004,2025-06-24,13:30,14:30,60,completed,false,false,10,11,therapy,2025-05-25
BOOK-000268,ROOM-0029,SVC-005,2026-01-06,16:30,17:30,60,completed,false,false,13,13,administrative,2025-12-06
BOOK-000269,ROOM-0054,SVC-006,2024-08-07,10:00,11:00,60,completed,false,false,4,5,clinic,2024-07-06
BOOK-000270,ROOM-0019,SVC-007,2025-07-29,10:00,11:00,60,completed,false,false,3,5,clinic,2025-06-26
BOOK-000271,ROOM-0004,SVC-008,2024-08-28,13:30,14:30,60,completed,false,false,4,6,administrative,2024-07-25
BOOK-000272,ROOM-0011,SVC-009,2026-01-23,13:30,14:30,60,cancelled,true,false,0,15,administrative,2025-12-19
BOOK-000273,ROOM-0015,SVC-010,2025-02-13,16:30,17:30,60,cancelled,true,false,0,9,diagnostic,2025-01-08
BOOK-000274,ROOM-0020,SVC-011,2024-11-22,13:30,14:30,60,completed,false,false,9,10,therapy,2024-10-16
BOOK-000275,ROOM-0046,SVC-012,2024-06-20,16:30,17:30,60,completed,false,false,9,10,administrative,2024-05-13
BOOK-000276,ROOM-0019,SVC-001,2025-06-05,08:30,09:30,60,completed,false,false,11,11,clinic,2025-04-27
BOOK-000277,ROOM-0001,SVC-002,2026-01-09,11:30,12:30,60,completed,false,false,12,13,clinic,2025-11-30
BOOK-000278,ROOM-0009,SVC-003,2025-06-04,11:30,12:30,60,completed,false,false,3,4,diagnostic,2025-04-24
BOOK-000279,ROOM-0032,SVC-004,2025-10-01,10:00,11:00,60,completed,false,false,5,5,therapy,2025-09-17
BOOK-000280,ROOM-0005,SVC-005,2025-12-04,15:00,16:00,60,cancelled,true,false,0,12,administrative,2025-11-19
BOOK-000281,ROOM-0054,SVC-006,2025-11-14,15:00,16:00,60,completed,false,false,7,8,clinic,2025-10-29
BOOK-000282,ROOM-0025,SVC-007,2026-02-10,11:30,12:30,60,completed,false,false,7,9,clinic,2026-01-24
BOOK-000283,ROOM-0010,SVC-008,2025-07-09,11:30,12:30,60,completed,false,false,8,9,administrative,2025-06-21
BOOK-000284,ROOM-0005,SVC-009,2024-07-29,13:30,14:30,60,completed,false,false,15,15,administrative,2024-07-10
BOOK-000285,ROOM-0045,SVC-010,2024-08-08,16:30,17:30,60,completed,false,false,10,11,diagnostic,2024-07-19
BOOK-000286,ROOM-0020,SVC-011,2024-10-01,11:30,12:30,60,completed,false,false,12,12,therapy,2024-09-10
BOOK-000287,ROOM-0052,SVC-012,2024-11-25,15:00,16:00,60,completed,false,false,5,5,administrative,2024-11-03
BOOK-000288,ROOM-0025,SVC-001,2025-03-10,13:30,14:30,60,completed,false,false,3,5,clinic,2025-02-15
BOOK-000289,ROOM-0025,SVC-002,2025-06-04,10:00,11:00,60,completed,false,false,5,6,clinic,2025-05-11
BOOK-000290,ROOM-0027,SVC-003,2026-03-31,16:30,17:30,60,completed,false,true,0,7,diagnostic,2026-03-06
BOOK-000291,ROOM-0056,SVC-004,2024-09-18,08:30,09:30,60,completed,false,false,8,8,therapy,2024-08-23
BOOK-000292,ROOM-0011,SVC-005,2026-01-23,16:30,17:30,60,completed,false,false,10,12,administrative,2025-12-27
BOOK-000293,ROOM-0006,SVC-006,2024-05-24,15:00,16:00,60,cancelled,true,false,0,10,clinic,2024-04-26
BOOK-000294,ROOM-0037,SVC-007,2024-09-16,13:30,14:30,60,completed,false,true,0,11,clinic,2024-08-18
BOOK-000295,ROOM-0034,SVC-008,2026-02-05,13:30,14:30,60,completed,false,false,12,13,administrative,2026-01-06
BOOK-000296,ROOM-0011,SVC-009,2024-11-22,10:00,11:00,60,completed,false,false,14,15,administrative,2024-10-22
BOOK-000297,ROOM-0003,SVC-010,2024-12-19,13:30,14:30,60,completed,false,false,5,6,diagnostic,2024-11-17
BOOK-000298,ROOM-0026,SVC-011,2025-11-10,13:30,14:30,60,completed,false,false,7,7,therapy,2025-10-08
BOOK-000299,ROOM-0052,SVC-012,2024-11-18,15:00,16:00,60,completed,false,false,6,8,administrative,2024-10-15
BOOK-000300,ROOM-0013,SVC-001,2024-08-27,11:30,12:30,60,completed,false,false,8,8,clinic,2024-07-23
BOOK-000301,ROOM-0007,SVC-002,2025-08-08,13:30,14:30,60,completed,false,false,8,9,clinic,2025-07-03
BOOK-000302,ROOM-0039,SVC-003,2024-10-17,08:30,09:30,60,cancelled,true,false,0,10,diagnostic,2024-09-10
BOOK-000303,ROOM-0056,SVC-004,2025-08-08,16:30,17:30,60,completed,false,false,9,11,therapy,2025-07-01
BOOK-000304,ROOM-0005,SVC-005,2025-08-19,08:30,09:30,60,completed,false,false,10,12,administrative,2025-07-11
BOOK-000305,ROOM-0024,SVC-006,2024-06-18,16:30,17:30,60,completed,false,false,4,5,clinic,2024-05-09
BOOK-000306,ROOM-0007,SVC-007,2024-04-17,15:00,16:00,60,completed,false,false,5,5,clinic,2024-03-07
BOOK-000307,ROOM-0046,SVC-008,2026-01-08,11:30,12:30,60,completed,false,false,7,7,administrative,2025-12-25
BOOK-000308,ROOM-0029,SVC-009,2025-12-08,11:30,12:30,60,completed,false,false,15,15,administrative,2025-11-23
BOOK-000309,ROOM-0045,SVC-010,2024-05-27,11:30,12:30,60,completed,false,false,8,8,diagnostic,2024-05-11
BOOK-000310,ROOM-0020,SVC-011,2025-09-24,10:00,11:00,60,completed,false,false,8,9,therapy,2025-09-07
BOOK-000311,ROOM-0034,SVC-012,2025-05-14,15:00,16:00,60,completed,false,false,10,10,administrative,2025-04-26
BOOK-000312,ROOM-0025,SVC-001,2026-02-05,11:30,12:30,60,completed,false,false,10,12,clinic,2026-01-17
BOOK-000313,ROOM-0037,SVC-002,2025-02-10,13:30,14:30,60,completed,false,false,11,13,clinic,2025-01-21
BOOK-000314,ROOM-0003,SVC-003,2025-01-02,13:30,14:30,60,completed,false,false,4,5,diagnostic,2024-12-12
BOOK-000315,ROOM-0050,SVC-004,2025-04-30,10:00,11:00,60,completed,false,false,4,5,therapy,2025-04-08
BOOK-000316,ROOM-0017,SVC-005,2025-09-15,10:00,11:00,60,completed,false,false,10,12,administrative,2025-08-23
BOOK-000317,ROOM-0012,SVC-006,2024-04-03,13:30,14:30,60,completed,false,false,7,7,clinic,2024-03-10
BOOK-000318,ROOM-0013,SVC-007,2025-09-24,13:30,14:30,60,completed,false,false,7,8,clinic,2025-08-30
BOOK-000319,ROOM-0022,SVC-008,2025-04-08,16:30,17:30,60,completed,false,false,7,9,administrative,2025-03-13
BOOK-000320,ROOM-0047,SVC-009,2024-10-23,08:30,09:30,60,completed,false,false,15,15,administrative,2024-09-26
BOOK-000321,ROOM-0045,SVC-010,2025-06-04,13:30,14:30,60,completed,false,false,10,11,diagnostic,2025-05-07
BOOK-000322,ROOM-0002,SVC-011,2025-10-10,11:30,12:30,60,completed,false,false,10,12,therapy,2025-09-11
BOOK-000323,ROOM-0052,SVC-012,2024-04-02,13:30,14:30,60,completed,false,false,4,4,administrative,2024-03-03
BOOK-000324,ROOM-0019,SVC-001,2024-09-04,13:30,14:30,60,completed,false,false,5,5,clinic,2024-08-04
BOOK-000325,ROOM-0007,SVC-002,2025-07-14,11:30,12:30,60,completed,false,false,5,6,clinic,2025-06-12
BOOK-000326,ROOM-0009,SVC-003,2026-02-17,15:00,16:00,60,completed,false,false,7,8,diagnostic,2026-01-15
BOOK-000327,ROOM-0044,SVC-004,2024-10-31,10:00,11:00,60,cancelled,true,false,0,8,therapy,2024-09-27
BOOK-000328,ROOM-0005,SVC-005,2025-11-11,13:30,14:30,60,completed,false,false,11,12,administrative,2025-10-07
BOOK-000329,ROOM-0042,SVC-006,2026-02-18,10:00,11:00,60,completed,false,true,0,11,clinic,2026-01-13
BOOK-000330,ROOM-0031,SVC-007,2026-02-05,11:30,12:30,60,completed,false,false,10,12,clinic,2025-12-30
BOOK-000331,ROOM-0016,SVC-008,2026-03-26,15:00,16:00,60,completed,false,false,11,12,administrative,2026-02-16
BOOK-000332,ROOM-0023,SVC-009,2024-04-03,08:30,09:30,60,completed,false,false,13,15,administrative,2024-02-24
BOOK-000333,ROOM-0021,SVC-010,2025-10-16,10:00,11:00,60,completed,false,false,4,5,diagnostic,2025-09-06
BOOK-000334,ROOM-0014,SVC-011,2024-07-10,16:30,17:30,60,completed,false,false,6,6,therapy,2024-05-30
BOOK-000335,ROOM-0022,SVC-012,2024-06-03,16:30,17:30,60,completed,false,false,7,7,administrative,2024-05-20
BOOK-000336,ROOM-0001,SVC-001,2026-03-03,13:30,14:30,60,completed,false,false,6,8,clinic,2026-02-16
BOOK-000337,ROOM-0013,SVC-002,2025-09-23,15:00,16:00,60,completed,false,false,7,9,clinic,2025-09-07
BOOK-000338,ROOM-0015,SVC-003,2024-12-31,11:30,12:30,60,completed,false,false,11,11,diagnostic,2024-12-14
BOOK-000339,ROOM-0044,SVC-004,2025-06-20,13:30,14:30,60,completed,false,false,11,11,therapy,2025-06-02
BOOK-000340,ROOM-0047,SVC-005,2025-12-15,15:00,16:00,60,completed,false,false,11,13,administrative,2025-11-26
BOOK-000341,ROOM-0012,SVC-006,2025-12-24,16:30,17:30,60,completed,false,false,5,5,clinic,2025-12-04
BOOK-000342,ROOM-0025,SVC-007,2024-12-11,08:30,09:30,60,completed,false,false,4,6,clinic,2024-11-20
BOOK-000343,ROOM-0004,SVC-008,2025-10-09,16:30,17:30,60,completed,false,false,5,6,administrative,2025-09-17
BOOK-000344,ROOM-0035,SVC-009,2024-10-22,08:30,09:30,60,completed,false,false,13,15,administrative,2024-09-29
BOOK-000345,ROOM-0051,SVC-010,2026-02-19,16:30,17:30,60,completed,false,false,9,9,diagnostic,2026-01-26
BOOK-000346,ROOM-0014,SVC-011,2024-08-15,08:30,09:30,60,completed,false,false,9,9,therapy,2024-07-21
BOOK-000347,ROOM-0016,SVC-012,2025-05-27,15:00,16:00,60,completed,false,false,9,10,administrative,2025-05-01
BOOK-000348,ROOM-0007,SVC-001,2024-05-27,16:30,17:30,60,completed,false,false,10,11,clinic,2024-04-30
BOOK-000349,ROOM-0007,SVC-002,2025-11-24,08:30,09:30,60,completed,false,false,12,13,clinic,2025-10-27
BOOK-000350,ROOM-0003,SVC-003,2026-01-13,13:30,14:30,60,completed,false,false,5,5,diagnostic,2025-12-15
BOOK-000351,ROOM-0032,SVC-004,2025-09-11,08:30,09:30,60,completed,false,false,3,5,therapy,2025-08-12
BOOK-000352,ROOM-0035,SVC-005,2025-05-20,13:30,14:30,60,completed,false,false,10,12,administrative,2025-04-19
BOOK-000353,ROOM-0054,SVC-006,2026-01-28,08:30,09:30,60,completed,false,false,8,8,clinic,2025-12-27
BOOK-000354,ROOM-0049,SVC-007,2024-05-29,16:30,17:30,60,completed,false,false,6,8,clinic,2024-04-26
BOOK-000355,ROOM-0040,SVC-008,2025-06-02,10:00,11:00,60,completed,false,false,8,9,administrative,2025-04-29
BOOK-000356,ROOM-0011,SVC-009,2024-07-05,13:30,14:30,60,completed,false,false,13,15,administrative,2024-05-31
BOOK-000357,ROOM-0003,SVC-010,2025-03-19,08:30,09:30,60,cancelled,true,false,0,11,diagnostic,2025-02-11
BOOK-000358,ROOM-0026,SVC-011,2024-06-24,15:00,16:00,60,completed,false,false,10,12,therapy,2024-05-18
BOOK-000359,ROOM-0010,SVC-012,2025-04-01,13:30,14:30,60,completed,false,false,2,4,administrative,2025-02-22
BOOK-000360,ROOM-0025,SVC-001,2024-04-16,15:00,16:00,60,completed,false,false,3,5,clinic,2024-03-08
BOOK-000361,ROOM-0001,SVC-002,2026-01-12,11:30,12:30,60,completed,false,false,6,7,clinic,2025-12-03
BOOK-000362,ROOM-0051,SVC-003,2025-09-17,16:30,17:30,60,completed,false,false,5,7,diagnostic,2025-08-07
BOOK-000363,ROOM-0020,SVC-004,2025-02-20,16:30,17:30,60,completed,false,false,7,9,therapy,2025-02-06
BOOK-000364,ROOM-0029,SVC-005,2025-09-24,10:00,11:00,60,completed,false,false,12,12,administrative,2025-09-09
BOOK-000365,ROOM-0042,SVC-006,2025-10-20,13:30,14:30,60,completed,false,false,10,10,clinic,2025-10-04
BOOK-000366,ROOM-0037,SVC-007,2024-07-05,10:00,11:00,60,completed,false,false,10,11,clinic,2024-06-18
BOOK-000367,ROOM-0010,SVC-008,2025-08-15,13:30,14:30,60,completed,false,false,11,12,administrative,2025-07-28
BOOK-000368,ROOM-0005,SVC-009,2025-01-02,13:30,14:30,60,completed,false,false,15,15,administrative,2024-12-14
BOOK-000369,ROOM-0033,SVC-010,2025-04-09,10:00,11:00,60,completed,false,false,4,5,diagnostic,2025-03-20
BOOK-000370,ROOM-0056,SVC-011,2025-10-03,11:30,12:30,60,completed,false,false,4,6,therapy,2025-09-12
BOOK-000371,ROOM-0022,SVC-012,2024-04-19,13:30,14:30,60,cancelled,true,false,0,7,administrative,2024-03-28
BOOK-000372,ROOM-0013,SVC-001,2024-08-14,11:30,12:30,60,completed,false,false,7,8,clinic,2024-07-22
BOOK-000373,ROOM-0013,SVC-002,2025-09-26,15:00,16:00,60,completed,false,false,8,9,clinic,2025-09-02
BOOK-000374,ROOM-0027,SVC-003,2024-08-02,15:00,16:00,60,completed,false,false,10,10,diagnostic,2024-07-08
BOOK-000375,ROOM-0002,SVC-004,2025-09-04,08:30,09:30,60,cancelled,true,false,0,11,therapy,2025-08-09
BOOK-000376,ROOM-0047,SVC-005,2024-07-30,16:30,17:30,60,completed,false,false,12,12,administrative,2024-07-03
BOOK-000377,ROOM-0024,SVC-006,2026-02-11,10:00,11:00,60,completed,false,false,4,5,clinic,2026-01-14
BOOK-000378,ROOM-0055,SVC-007,2026-01-29,10:00,11:00,60,completed,false,true,0,6,clinic,2025-12-31
BOOK-000379,ROOM-0016,SVC-008,2025-08-13,13:30,14:30,60,completed,false,false,6,6,administrative,2025-07-14
BOOK-000380,ROOM-0011,SVC-009,2024-10-25,08:30,09:30,60,completed,false,false,15,15,administrative,2024-09-24
BOOK-000381,ROOM-0009,SVC-010,2025-02-25,16:30,17:30,60,completed,false,false,8,9,diagnostic,2025-01-24
BOOK-000382,ROOM-0002,SVC-011,2026-02-18,08:30,09:30,60,completed,false,false,9,10,therapy,2026-01-16
BOOK-000383,ROOM-0034,SVC-012,2025-12-09,16:30,17:30,60,completed,false,false,10,11,administrative,2025-11-05
BOOK-000384,ROOM-0001,SVC-001,2025-01-28,10:00,11:00,60,completed,false,false,11,12,clinic,2024-12-24
BOOK-000385,ROOM-0031,SVC-002,2026-03-06,15:00,16:00,60,completed,false,false,11,12,clinic,2026-01-29
BOOK-000386,ROOM-0039,SVC-003,2025-07-23,13:30,14:30,60,completed,false,false,2,4,diagnostic,2025-06-16
BOOK-000387,ROOM-0032,SVC-004,2026-02-23,16:30,17:30,60,completed,false,false,5,6,therapy,2026-01-16
BOOK-000388,ROOM-0035,SVC-005,2025-05-19,13:30,14:30,60,completed,false,false,10,12,administrative,2025-04-10
BOOK-000389,ROOM-0018,SVC-006,2024-08-14,10:00,11:00,60,completed,false,false,5,7,clinic,2024-07-05
BOOK-000390,ROOM-0001,SVC-007,2024-08-28,11:30,12:30,60,completed,false,false,7,8,clinic,2024-07-18
BOOK-000391,ROOM-0028,SVC-008,2025-07-17,11:30,12:30,60,completed,false,false,9,9,administrative,2025-07-03
BOOK-000392,ROOM-0023,SVC-009,2025-09-15,16:30,17:30,60,completed,false,false,15,15,administrative,2025-08-31
BOOK-000393,ROOM-0021,SVC-010,2025-09-29,08:30,09:30,60,completed,false,false,10,11,diagnostic,2025-09-13
BOOK-000394,ROOM-0002,SVC-011,2025-04-16,11:30,12:30,60,completed,false,false,12,12,therapy,2025-03-30
BOOK-000395,ROOM-0022,SVC-012,2024-08-28,10:00,11:00,60,completed,false,false,2,4,administrative,2024-08-10
BOOK-000396,ROOM-0001,SVC-001,2025-02-19,11:30,12:30,60,completed,false,false,5,6,clinic,2025-01-31
BOOK-000397,ROOM-0055,SVC-002,2024-11-11,08:30,09:30,60,completed,false,false,7,7,clinic,2024-10-22
BOOK-000398,ROOM-0009,SVC-003,2024-11-12,10:00,11:00,60,completed,false,false,8,8,diagnostic,2024-10-22
BOOK-000399,ROOM-0026,SVC-004,2024-04-01,10:00,11:00,60,completed,false,false,6,8,therapy,2024-03-10
BOOK-000400,ROOM-0005,SVC-005,2025-08-21,08:30,09:30,60,cancelled,true,false,0,12,administrative,2025-07-29
BOOK-000401,ROOM-0018,SVC-006,2025-06-03,16:30,17:30,60,completed,false,false,8,10,clinic,2025-05-10
BOOK-000402,ROOM-0001,SVC-007,2024-12-20,08:30,09:30,60,completed,false,false,11,12,clinic,2024-11-25
BOOK-000403,ROOM-0010,SVC-008,2026-03-19,15:00,16:00,60,completed,false,false,12,12,administrative,2026-02-21
BOOK-000404,ROOM-0035,SVC-009,2024-11-12,10:00,11:00,60,completed,false,false,13,15,administrative,2024-10-16
BOOK-000405,ROOM-0039,SVC-010,2025-12-25,13:30,14:30,60,completed,false,false,4,6,diagnostic,2025-11-27
BOOK-000406,ROOM-0026,SVC-011,2025-12-09,15:00,16:00,60,completed,false,false,6,7,therapy,2025-11-10
BOOK-000407,ROOM-0004,SVC-012,2025-08-13,10:00,11:00,60,completed,false,false,5,7,administrative,2025-07-14
BOOK-000408,ROOM-0007,SVC-001,2025-01-22,10:00,11:00,60,completed,false,false,8,9,clinic,2024-12-22
BOOK-000409,ROOM-0037,SVC-002,2025-03-27,15:00,16:00,60,cancelled,true,false,0,9,clinic,2025-02-23
BOOK-000410,ROOM-0009,SVC-003,2026-01-12,13:30,14:30,60,completed,false,false,10,11,diagnostic,2025-12-10
BOOK-000411,ROOM-0026,SVC-004,2025-11-10,11:30,12:30,60,completed,false,false,12,12,therapy,2025-10-07
BOOK-000412,ROOM-0047,SVC-005,2024-10-11,11:30,12:30,60,completed,false,false,12,12,administrative,2024-09-06
BOOK-000413,ROOM-0042,SVC-006,2024-05-20,15:00,16:00,60,completed,false,false,5,5,clinic,2024-04-14
BOOK-000414,ROOM-0043,SVC-007,2025-12-08,08:30,09:30,60,completed,false,false,4,6,clinic,2025-11-01
BOOK-000415,ROOM-0004,SVC-008,2026-02-13,13:30,14:30,60,completed,false,false,6,7,administrative,2026-01-06
BOOK-000416,ROOM-0011,SVC-009,2025-06-27,11:30,12:30,60,completed,false,false,13,15,administrative,2025-05-19
BOOK-000417,ROOM-0051,SVC-010,2025-07-21,15:00,16:00,60,completed,false,true,0,8,diagnostic,2025-06-11
BOOK-000418,ROOM-0008,SVC-011,2024-10-10,11:30,12:30,60,completed,false,false,8,9,therapy,2024-08-30
BOOK-000419,ROOM-0040,SVC-012,2024-09-19,11:30,12:30,60,completed,false,false,9,10,administrative,2024-09-05
BOOK-000420,ROOM-0055,SVC-001,2025-08-12,11:30,12:30,60,cancelled,true,false,0,11,clinic,2025-07-28
BOOK-000421,ROOM-0001,SVC-002,2025-07-22,11:30,12:30,60,cancelled,true,false,0,12,clinic,2025-07-06
BOOK-000422,ROOM-0021,SVC-003,2025-09-30,16:30,17:30,60,completed,false,true,0,4,diagnostic,2025-09-13
BOOK-000423,ROOM-0014,SVC-004,2025-11-10,11:30,12:30,60,completed,false,false,5,6,therapy,2025-10-23
BOOK-000424,ROOM-0011,SVC-005,2025-04-02,11:30,12:30,60,completed,false,false,11,12,administrative,2025-03-14
BOOK-000425,ROOM-0024,SVC-006,2024-07-08,08:30,09:30,60,completed,false,false,7,7,clinic,2024-06-18
BOOK-000426,ROOM-0055,SVC-007,2025-02-24,11:30,12:30,60,cancelled,true,false,0,9,clinic,2025-02-03
BOOK-000427,ROOM-0028,SVC-008,2026-01-21,11:30,12:30,60,completed,false,false,8,10,administrative,2025-12-30
BOOK-000428,ROOM-0017,SVC-009,2024-11-18,10:00,11:00,60,completed,false,false,14,15,administrative,2024-10-26
BOOK-000429,ROOM-0033,SVC-010,2025-09-05,08:30,09:30,60,completed,false,false,10,11,diagnostic,2025-08-12
BOOK-000430,ROOM-0014,SVC-011,2026-02-17,08:30,09:30,60,completed,false,false,11,13,therapy,2026-01-23
BOOK-000431,ROOM-0028,SVC-012,2026-03-30,11:30,12:30,60,cancelled,true,false,0,4,administrative,2026-03-04
BOOK-000432,ROOM-0025,SVC-001,2024-04-24,15:00,16:00,60,completed,false,false,3,5,clinic,2024-03-28
BOOK-000433,ROOM-0013,SVC-002,2025-07-30,11:30,12:30,60,completed,false,false,6,6,clinic,2025-07-02
BOOK-000434,ROOM-0045,SVC-003,2025-04-29,08:30,09:30,60,completed,false,false,6,7,diagnostic,2025-03-31
BOOK-000435,ROOM-0008,SVC-004,2024-05-14,11:30,12:30,60,completed,false,false,7,8,therapy,2024-04-14
BOOK-000436,ROOM-0005,SVC-005,2025-03-17,10:00,11:00,60,completed,false,false,11,12,administrative,2025-02-14
BOOK-000437,ROOM-0030,SVC-006,2024-10-23,13:30,14:30,60,completed,false,false,10,10,clinic,2024-09-21
BOOK-000438,ROOM-0037,SVC-007,2025-06-19,08:30,09:30,60,completed,false,false,11,11,clinic,2025-05-17
BOOK-000439,ROOM-0022,SVC-008,2024-06-17,10:00,11:00,60,completed,false,false,11,12,administrative,2024-05-14
BOOK-000440,ROOM-0041,SVC-009,2024-10-31,08:30,09:30,60,completed,false,false,14,15,administrative,2024-09-26
BOOK-000441,ROOM-0003,SVC-010,2025-10-28,10:00,11:00,60,completed,false,false,5,5,diagnostic,2025-09-22
BOOK-000442,ROOM-0020,SVC-011,2026-03-24,10:00,11:00,60,completed,false,false,4,6,therapy,2026-02-15
BOOK-000443,ROOM-0004,SVC-012,2024-06-03,16:30,17:30,60,cancelled,true,false,0,7,administrative,2024-04-26
BOOK-000444,ROOM-0025,SVC-001,2025-09-22,13:30,14:30,60,completed,false,false,6,8,clinic,2025-08-14
BOOK-000445,ROOM-0031,SVC-002,2024-08-02,13:30,14:30,60,completed,false,false,7,9,clinic,2024-06-23
BOOK-000446,ROOM-0039,SVC-003,2025-12-23,11:30,12:30,60,completed,false,false,9,11,diagnostic,2025-11-12
BOOK-000447,ROOM-0038,SVC-004,2025-11-27,11:30,12:30,60,completed,false,false,12,12,therapy,2025-11-13
BOOK-000448,ROOM-0005,SVC-005,2025-04-08,11:30,12:30,60,completed,false,false,11,12,administrative,2025-03-24
BOOK-000449,ROOM-0042,SVC-006,2025-06-19,16:30,17:30,60,cancelled,true,false,0,5,clinic,2025-06-03
BOOK-000450,ROOM-0013,SVC-007,2025-10-22,15:00,16:00,60,completed,false,false,3,5,clinic,2025-10-05
